image,size,file_path,action
disk_1GB.img,1gb,/copy_2947_file2.jpg,keep
disk_1GB.img,1gb,/copy_1346_file1.jpg,keep
disk_1GB.img,1gb,/copy_584_pride.docx,keep
disk_1GB.img,1gb,/copy_883_file2.jpg,keep
disk_1GB.img,1gb,/copy_753_alice.docx,keep
disk_1GB.img,1gb,/copy_758_alice.txt,keep
disk_1GB.img,1gb,/copy_3566_alice.txt,keep
disk_1GB.img,1gb,/copy_3138_file1.jpg,keep
disk_1GB.img,1gb,/copy_3401_alice.docx,keep
disk_1GB.img,1gb,/copy_1397_file1.pdf,keep
disk_1GB.img,1gb,/copy_4_file2.pdf,keep
disk_1GB.img,1gb,/copy_1231_pride.txt,keep
disk_1GB.img,1gb,/copy_4504_pride.docx,keep
disk_1GB.img,1gb,/copy_1492_file2.pdf,keep
disk_1GB.img,1gb,/copy_4484_file2.pdf,keep
disk_1GB.img,1gb,/copy_4371_file2.jpg,keep
disk_1GB.img,1gb,/copy_2831_pride.txt,keep
disk_1GB.img,1gb,/copy_2227_file2.jpg,deleted
disk_1GB.img,1gb,/copy_17_alice.docx,keep
disk_1GB.img,1gb,/copy_1383_pride.txt,keep
disk_1GB.img,1gb,/copy_3849_alice.docx,keep
disk_1GB.img,1gb,/copy_1921_alice.docx,deleted
disk_1GB.img,1gb,/copy_2501_file1.pdf,keep
disk_1GB.img,1gb,/copy_587_file2.jpg,keep
disk_1GB.img,1gb,/copy_1992_pride.docx,corrupted
disk_1GB.img,1gb,/copy_763_file2.jpg,keep
disk_1GB.img,1gb,/copy_1413_file1.pdf,corrupted
disk_1GB.img,1gb,/copy_2996_file2.pdf,deleted
disk_1GB.img,1gb,/copy_1012_file2.pdf,keep
disk_1GB.img,1gb,/copy_2248_pride.docx,deleted
disk_1GB.img,1gb,/copy_3107_file2.jpg,keep
disk_1GB.img,1gb,/copy_4090_file1.jpg,keep
disk_1GB.img,1gb,/copy_4069_file1.pdf,keep
disk_1GB.img,1gb,/copy_4062_alice.txt,keep
disk_1GB.img,1gb,/copy_486_alice.txt,keep
disk_1GB.img,1gb,/copy_2456_pride.docx,keep
disk_1GB.img,1gb,/copy_3531_file2.jpg,keep
disk_1GB.img,1gb,/copy_1569_alice.docx,keep
disk_1GB.img,1gb,/copy_3686_alice.txt,keep
disk_1GB.img,1gb,/copy_734_alice.txt,keep
disk_1GB.img,1gb,/copy_3671_pride.txt,keep
disk_1GB.img,1gb,/copy_3585_alice.docx,keep
disk_1GB.img,1gb,/copy_2206_alice.txt,deleted
disk_1GB.img,1gb,/copy_1460_file2.pdf,deleted
disk_1GB.img,1gb,/copy_1550_alice.txt,keep
disk_1GB.img,1gb,/copy_2538_file1.jpg,deleted
disk_1GB.img,1gb,/copy_37_file1.pdf,keep
disk_1GB.img,1gb,/copy_3750_alice.txt,keep
disk_1GB.img,1gb,/copy_2677_file1.pdf,keep
disk_1GB.img,1gb,/copy_743_pride.txt,keep
disk_1GB.img,1gb,/copy_1235_file2.jpg,keep
disk_1GB.img,1gb,/copy_4404_file2.pdf,keep
disk_1GB.img,1gb,/copy_1312_pride.docx,corrupted
disk_1GB.img,1gb,/copy_2874_file1.jpg,keep
disk_1GB.img,1gb,/copy_403_file2.jpg,keep
disk_1GB.img,1gb,/copy_762_file1.jpg,keep
disk_1GB.img,1gb,/copy_1813_file1.pdf,deleted
disk_1GB.img,1gb,/copy_1399_pride.txt,deleted
disk_1GB.img,1gb,/copy_721_alice.docx,keep
disk_1GB.img,1gb,/copy_4141_file1.pdf,keep
disk_1GB.img,1gb,/copy_3613_file1.pdf,deleted
disk_1GB.img,1gb,/copy_501_file1.pdf,corrupted
disk_1GB.img,1gb,/copy_1539_file2.jpg,deleted
disk_1GB.img,1gb,/copy_567_pride.txt,corrupted
disk_1GB.img,1gb,/copy_317_file1.pdf,keep
disk_1GB.img,1gb,/copy_810_file1.jpg,keep
disk_1GB.img,1gb,/copy_4017_alice.docx,deleted
disk_1GB.img,1gb,/copy_24_pride.docx,keep
disk_1GB.img,1gb,/copy_4038_alice.txt,keep
disk_1GB.img,1gb,/copy_4033_alice.docx,keep
disk_1GB.img,1gb,/copy_1860_file2.pdf,deleted
disk_1GB.img,1gb,/copy_593_alice.docx,keep
disk_1GB.img,1gb,/copy_4166_alice.txt,keep
disk_1GB.img,1gb,/copy_647_pride.txt,keep
disk_1GB.img,1gb,/copy_2007_pride.txt,keep
disk_1GB.img,1gb,/copy_2735_pride.txt,corrupted
disk_1GB.img,1gb,/copy_4428_file2.pdf,corrupted
disk_1GB.img,1gb,/copy_3556_file2.pdf,keep
disk_1GB.img,1gb,/copy_3919_pride.txt,deleted
disk_1GB.img,1gb,/copy_3922_file1.jpg,keep
disk_1GB.img,1gb,/copy_2347_file2.jpg,keep
disk_1GB.img,1gb,/copy_3918_alice.txt,keep
disk_1GB.img,1gb,/copy_3842_file1.jpg,keep
disk_1GB.img,1gb,/copy_4133_file1.pdf,keep
disk_1GB.img,1gb,/copy_3787_file2.jpg,deleted
disk_1GB.img,1gb,/copy_4548_file2.pdf,keep
disk_1GB.img,1gb,/copy_770_file1.jpg,keep
disk_1GB.img,1gb,/copy_3222_alice.txt,keep
disk_1GB.img,1gb,/copy_685_file1.pdf,keep
disk_1GB.img,1gb,/copy_2667_file2.jpg,keep
disk_1GB.img,1gb,/copy_2449_alice.docx,keep
disk_1GB.img,1gb,/copy_1858_file1.jpg,keep
disk_1GB.img,1gb,/copy_4386_file1.jpg,keep
disk_1GB.img,1gb,/copy_336_pride.docx,keep
disk_1GB.img,1gb,/copy_20_file2.pdf,keep
disk_1GB.img,1gb,/copy_2852_file2.pdf,deleted
disk_1GB.img,1gb,/copy_61_file1.pdf,keep
disk_1GB.img,1gb,/copy_1953_alice.docx,keep
disk_1GB.img,1gb,/copy_3095_pride.txt,keep
disk_1GB.img,1gb,/copy_1915_file2.jpg,keep
disk_1GB.img,1gb,/copy_3650_file1.jpg,deleted
disk_1GB.img,1gb,/copy_2877_file1.pdf,keep
disk_1GB.img,1gb,/copy_2169_alice.docx,keep
disk_1GB.img,1gb,/copy_2208_pride.docx,keep
disk_1GB.img,1gb,/copy_2305_alice.docx,keep
disk_1GB.img,1gb,/copy_801_alice.docx,corrupted
disk_1GB.img,1gb,/copy_2732_file2.pdf,keep
disk_1GB.img,1gb,/copy_468_file2.pdf,deleted
disk_1GB.img,1gb,/copy_1004_file2.pdf,deleted
disk_1GB.img,1gb,/copy_1252_file2.pdf,keep
disk_1GB.img,1gb,/copy_4500_file2.pdf,keep
disk_1GB.img,1gb,/copy_3395_file2.jpg,keep
disk_1GB.img,1gb,/copy_1196_file2.pdf,keep
disk_1GB.img,1gb,/copy_3133_file1.pdf,deleted
disk_1GB.img,1gb,/copy_156_file2.pdf,keep
disk_1GB.img,1gb,/copy_3893_file1.pdf,keep
disk_1GB.img,1gb,/copy_4274_file1.jpg,keep
disk_1GB.img,1gb,/copy_1028_file2.pdf,keep
disk_1GB.img,1gb,/copy_2254_alice.txt,keep
disk_1GB.img,1gb,/copy_1827_file2.jpg,keep
disk_1GB.img,1gb,/copy_4005_file1.pdf,corrupted
disk_1GB.img,1gb,/copy_191_pride.txt,keep
disk_1GB.img,1gb,/copy_1156_file2.pdf,corrupted
disk_1GB.img,1gb,/copy_4465_alice.docx,deleted
disk_1GB.img,1gb,/copy_2099_file2.jpg,corrupted
disk_1GB.img,1gb,/copy_588_file2.pdf,keep
disk_1GB.img,1gb,/copy_2561_alice.docx,deleted
disk_1GB.img,1gb,/copy_4318_alice.txt,keep
disk_1GB.img,1gb,/copy_2359_pride.txt,keep
disk_1GB.img,1gb,/copy_506_file1.jpg,deleted
disk_1GB.img,1gb,/copy_4424_pride.docx,keep
disk_1GB.img,1gb,/copy_963_file2.jpg,corrupted
disk_1GB.img,1gb,/copy_2136_pride.docx,keep
disk_1GB.img,1gb,/copy_2224_pride.docx,keep
disk_1GB.img,1gb,/copy_259_file2.jpg,keep
disk_1GB.img,1gb,/copy_2135_pride.txt,keep
disk_1GB.img,1gb,/copy_2258_file1.jpg,deleted
disk_1GB.img,1gb,/copy_3069_file1.pdf,corrupted
disk_1GB.img,1gb,/copy_4212_file2.pdf,keep
disk_1GB.img,1gb,/copy_3856_pride.docx,keep
disk_1GB.img,1gb,/copy_4488_pride.docx,deleted
disk_1GB.img,1gb,/copy_902_alice.txt,keep
disk_1GB.img,1gb,/copy_3234_file1.jpg,keep
disk_1GB.img,1gb,/copy_2724_file2.pdf,keep
disk_1GB.img,1gb,/copy_2814_alice.txt,keep
disk_1GB.img,1gb,/copy_3405_file1.pdf,corrupted
disk_1GB.img,1gb,/copy_1419_file2.jpg,keep
disk_1GB.img,1gb,/copy_3545_alice.docx,keep
disk_1GB.img,1gb,/copy_4362_file1.jpg,keep
disk_1GB.img,1gb,/copy_4528_pride.docx,keep
disk_1GB.img,1gb,/copy_2404_file2.pdf,keep
disk_1GB.img,1gb,/copy_2950_alice.txt,keep
disk_1GB.img,1gb,/copy_155_file2.jpg,corrupted
disk_1GB.img,1gb,/copy_3099_file2.jpg,keep
disk_1GB.img,1gb,/copy_529_alice.docx,keep
disk_1GB.img,1gb,/copy_1186_file1.jpg,deleted
disk_1GB.img,1gb,/copy_716_file2.pdf,keep
disk_1GB.img,1gb,/copy_1918_alice.txt,corrupted
disk_1GB.img,1gb,/copy_4319_pride.txt,keep
disk_1GB.img,1gb,/copy_44_file2.pdf,keep
disk_1GB.img,1gb,/copy_1470_alice.txt,deleted
disk_1GB.img,1gb,/copy_1603_file2.jpg,corrupted
disk_1GB.img,1gb,/copy_693_file1.pdf,keep
disk_1GB.img,1gb,/copy_2872_pride.docx,keep
disk_1GB.img,1gb,/copy_553_alice.docx,deleted
disk_1GB.img,1gb,/copy_4194_file1.jpg,keep
disk_1GB.img,1gb,/copy_3114_file1.jpg,keep
disk_1GB.img,1gb,/copy_1523_file2.jpg,keep
disk_1GB.img,1gb,/copy_3460_file2.pdf,keep
disk_1GB.img,1gb,/copy_3038_alice.txt,keep
disk_1GB.img,1gb,/copy_2849_alice.docx,keep
disk_1GB.img,1gb,/copy_1706_file1.jpg,keep
disk_1GB.img,1gb,/copy_956_file2.pdf,deleted
disk_1GB.img,1gb,/copy_3617_alice.docx,keep
disk_1GB.img,1gb,/copy_4468_file2.pdf,keep
disk_1GB.img,1gb,/copy_3916_file2.pdf,corrupted
disk_1GB.img,1gb,/copy_3511_pride.txt,keep
disk_1GB.img,1gb,/copy_2396_file2.pdf,corrupted
disk_1GB.img,1gb,/copy_4516_file2.pdf,deleted
disk_1GB.img,1gb,/copy_1199_pride.txt,deleted
disk_1GB.img,1gb,/copy_145_alice.docx,keep
disk_1GB.img,1gb,/copy_3294_alice.txt,keep
disk_1GB.img,1gb,/copy_4555_file2.jpg,keep
disk_1GB.img,1gb,/copy_2065_alice.docx,deleted
disk_1GB.img,1gb,/copy_3833_alice.docx,corrupted
disk_1GB.img,1gb,/copy_2860_file2.pdf,keep
disk_1GB.img,1gb,/copy_2969_alice.docx,keep
disk_1GB.img,1gb,/copy_184_pride.docx,keep
disk_1GB.img,1gb,/copy_2317_file1.pdf,deleted
disk_1GB.img,1gb,/copy_2601_alice.docx,deleted
disk_1GB.img,1gb,/copy_2308_file2.pdf,keep
disk_1GB.img,1gb,/copy_3199_pride.txt,keep
disk_1GB.img,1gb,/copy_3749_file1.pdf,keep
disk_1GB.img,1gb,/copy_1552_pride.docx,corrupted
disk_1GB.img,1gb,/copy_820_file2.pdf,keep
disk_1GB.img,1gb,/copy_802_file1.jpg,deleted
disk_1GB.img,1gb,/copy_888_pride.docx,keep
disk_1GB.img,1gb,/copy_1065_alice.docx,keep
disk_1GB.img,1gb,/copy_1675_file2.jpg,corrupted
disk_1GB.img,1gb,/copy_1130_file1.jpg,corrupted
disk_1GB.img,1gb,/copy_1348_file2.pdf,deleted
disk_1GB.img,1gb,/copy_4184_pride.docx,keep
disk_1GB.img,1gb,/copy_345_alice.docx,keep
disk_1GB.img,1gb,/copy_4566_alice.txt,deleted
disk_1GB.img,1gb,/copy_1740_file2.pdf,corrupted
disk_1GB.img,1gb,/copy_3471_pride.txt,deleted
disk_1GB.img,1gb,/copy_3606_alice.txt,keep
disk_1GB.img,1gb,/copy_3797_file1.pdf,deleted
disk_1GB.img,1gb,/copy_1_alice.docx,keep
disk_1GB.img,1gb,/copy_4335_pride.txt,keep
disk_1GB.img,1gb,/copy_2845_file1.pdf,deleted
disk_1GB.img,1gb,/copy_1927_pride.txt,deleted
disk_1GB.img,1gb,/copy_3425_alice.docx,deleted
disk_1GB.img,1gb,/copy_505_alice.docx,keep
disk_1GB.img,1gb,/copy_303_pride.txt,keep
disk_1GB.img,1gb,/copy_3862_alice.txt,deleted
disk_1GB.img,1gb,/copy_1725_file1.pdf,keep
disk_1GB.img,1gb,/copy_686_alice.txt,corrupted
disk_1GB.img,1gb,/copy_2307_file2.jpg,deleted
disk_1GB.img,1gb,/copy_327_pride.txt,keep
disk_1GB.img,1gb,/copy_3681_alice.docx,keep
disk_1GB.img,1gb,/copy_2407_pride.txt,deleted
disk_1GB.img,1gb,/copy_3463_pride.txt,corrupted
disk_1GB.img,1gb,/copy_2412_file2.pdf,deleted
disk_1GB.img,1gb,/copy_4114_file1.jpg,keep
disk_1GB.img,1gb,/copy_108_file2.pdf,keep
disk_1GB.img,1gb,/copy_2251_file2.jpg,keep
disk_1GB.img,1gb,/copy_2828_file2.pdf,deleted
disk_1GB.img,1gb,/copy_1541_file1.pdf,corrupted
disk_1GB.img,1gb,/copy_3623_pride.txt,corrupted
disk_1GB.img,1gb,/copy_3599_pride.txt,keep
disk_1GB.img,1gb,/copy_3685_file1.pdf,deleted
disk_1GB.img,1gb,/copy_77_file1.pdf,corrupted
disk_1GB.img,1gb,/copy_4351_pride.txt,keep
disk_1GB.img,1gb,/copy_3078_alice.txt,keep
disk_1GB.img,1gb,/copy_280_pride.docx,deleted
disk_1GB.img,1gb,/copy_2413_file1.pdf,keep
disk_1GB.img,1gb,/copy_3409_alice.docx,deleted
disk_1GB.img,1gb,/copy_4513_alice.docx,keep
disk_1GB.img,1gb,/copy_4244_file2.pdf,keep
disk_1GB.img,1gb,/copy_305_alice.docx,corrupted
disk_1GB.img,1gb,/copy_3071_pride.txt,deleted
disk_1GB.img,1gb,/copy_3080_pride.docx,deleted
disk_1GB.img,1gb,/copy_3852_file2.pdf,keep
disk_1GB.img,1gb,/copy_4350_alice.txt,keep
disk_1GB.img,1gb,/copy_568_pride.docx,corrupted
disk_1GB.img,1gb,/copy_2386_file1.jpg,deleted
disk_1GB.img,1gb,/copy_3110_alice.txt,corrupted
disk_1GB.img,1gb,/copy_1213_file1.pdf,keep
disk_1GB.img,1gb,/copy_1662_alice.txt,keep
disk_1GB.img,1gb,/copy_1242_file1.jpg,keep
disk_1GB.img,1gb,/copy_3626_file1.jpg,keep
disk_1GB.img,1gb,/copy_1656_pride.docx,deleted
disk_1GB.img,1gb,/copy_3904_pride.docx,keep
disk_1GB.img,1gb,/copy_1208_pride.docx,keep
disk_1GB.img,1gb,/copy_1988_file2.pdf,keep
disk_1GB.img,1gb,/copy_1842_file1.jpg,corrupted
disk_1GB.img,1gb,/copy_886_alice.txt,corrupted
disk_1GB.img,1gb,/copy_3729_alice.docx,keep
disk_1GB.img,1gb,/copy_3256_pride.docx,keep
disk_1GB.img,1gb,/copy_1745_alice.docx,deleted
disk_1GB.img,1gb,/copy_3697_alice.docx,keep
disk_1GB.img,1gb,/copy_2467_file2.jpg,deleted
disk_1GB.img,1gb,/copy_357_file1.pdf,corrupted
disk_1GB.img,1gb,/copy_2782_alice.txt,keep
disk_1GB.img,1gb,/copy_3307_file2.jpg,keep
disk_1GB.img,1gb,/copy_3942_alice.txt,keep
disk_1GB.img,1gb,/copy_738_file1.jpg,keep
disk_1GB.img,1gb,/copy_4142_alice.txt,corrupted
disk_1GB.img,1gb,/copy_3756_file2.pdf,keep
disk_1GB.img,1gb,/copy_4234_file1.jpg,keep
disk_1GB.img,1gb,/copy_3144_pride.docx,keep
disk_1GB.img,1gb,/copy_2944_pride.docx,keep
disk_1GB.img,1gb,/copy_1686_alice.txt,keep
disk_1GB.img,1gb,/copy_2657_alice.docx,keep
disk_1GB.img,1gb,/copy_114_file1.jpg,keep
disk_1GB.img,1gb,/copy_2159_pride.txt,keep
disk_1GB.img,1gb,/copy_4333_file1.pdf,keep
disk_1GB.img,1gb,/copy_2478_alice.txt,keep
disk_1GB.img,1gb,/copy_1908_file2.pdf,keep
disk_1GB.img,1gb,/copy_2974_alice.txt,corrupted
disk_1GB.img,1gb,/copy_1103_pride.txt,keep
disk_1GB.img,1gb,/copy_2612_file2.pdf,deleted
disk_1GB.img,1gb,/copy_3179_file2.jpg,keep
disk_1GB.img,1gb,/copy_542_alice.txt,keep
disk_1GB.img,1gb,/copy_673_alice.docx,keep
disk_1GB.img,1gb,/copy_2892_file2.pdf,keep
disk_1GB.img,1gb,/copy_3778_file1.jpg,keep
disk_1GB.img,1gb,/copy_2469_file1.pdf,keep
disk_1GB.img,1gb,/copy_4083_file2.jpg,keep
disk_1GB.img,1gb,/copy_3601_alice.docx,deleted
disk_1GB.img,1gb,/copy_3072_pride.docx,keep
disk_1GB.img,1gb,/copy_2634_file1.jpg,keep
disk_1GB.img,1gb,/copy_2411_file2.jpg,keep
disk_1GB.img,1gb,/copy_4237_file1.pdf,keep
disk_1GB.img,1gb,/copy_1914_file1.jpg,keep
disk_1GB.img,1gb,/copy_3353_alice.docx,keep
disk_1GB.img,1gb,/copy_1401_alice.docx,keep
disk_1GB.img,1gb,/copy_1024_pride.docx,keep
disk_1GB.img,1gb,/copy_3698_file1.jpg,keep
disk_1GB.img,1gb,/copy_858_file1.jpg,keep
disk_1GB.img,1gb,/copy_4283_file2.jpg,corrupted
disk_1GB.img,1gb,/copy_3412_file2.pdf,keep
disk_1GB.img,1gb,/copy_1651_file2.jpg,keep
disk_1GB.img,1gb,/copy_2645_file1.pdf,keep
disk_1GB.img,1gb,/copy_4439_pride.txt,keep
disk_1GB.img,1gb,/copy_4496_pride.docx,keep
disk_1GB.img,1gb,/copy_3156_file2.pdf,keep
disk_1GB.img,1gb,/copy_4408_pride.docx,deleted
disk_1GB.img,1gb,/copy_3758_alice.txt,keep
disk_1GB.img,1gb,/copy_1888_pride.docx,keep
disk_1GB.img,1gb,/copy_2481_alice.docx,keep
disk_1GB.img,1gb,/copy_224_pride.docx,keep
disk_1GB.img,1gb,/copy_798_alice.txt,keep
disk_1GB.img,1gb,/copy_1121_alice.docx,deleted
disk_1GB.img,1gb,/copy_4299_file2.jpg,keep
disk_1GB.img,1gb,/copy_2668_file2.pdf,keep
disk_1GB.img,1gb,/copy_2130_file1.jpg,keep
disk_1GB.img,1gb,/copy_992_pride.docx,deleted
disk_1GB.img,1gb,/copy_3753_alice.docx,keep
disk_1GB.img,1gb,/copy_2713_alice.docx,keep
disk_1GB.img,1gb,/copy_4181_file1.pdf,deleted
disk_1GB.img,1gb,/copy_3159_pride.txt,keep
disk_1GB.img,1gb,/copy_2999_pride.txt,keep
disk_1GB.img,1gb,/copy_1092_file2.pdf,keep
disk_1GB.img,1gb,/copy_648_pride.docx,deleted
disk_1GB.img,1gb,/copy_2989_file1.pdf,keep
disk_1GB.img,1gb,/copy_272_pride.docx,deleted
disk_1GB.img,1gb,/copy_4248_pride.docx,deleted
disk_1GB.img,1gb,/copy_3625_alice.docx,keep
disk_1GB.img,1gb,/copy_3349_file1.pdf,keep
disk_1GB.img,1gb,/copy_546_file1.jpg,keep
disk_1GB.img,1gb,/copy_1712_pride.docx,deleted
disk_1GB.img,1gb,/copy_595_file2.jpg,keep
disk_1GB.img,1gb,/copy_972_file2.pdf,corrupted
disk_1GB.img,1gb,/copy_4520_pride.docx,keep
disk_1GB.img,1gb,/copy_2213_file1.pdf,keep
disk_1GB.img,1gb,/copy_2112_pride.docx,keep
disk_1GB.img,1gb,/copy_3664_pride.docx,deleted
disk_1GB.img,1gb,/copy_2772_file2.pdf,keep
disk_1GB.img,1gb,/copy_3165_file1.pdf,keep
disk_1GB.img,1gb,/copy_751_pride.txt,keep
disk_1GB.img,1gb,/copy_1673_alice.docx,keep
disk_1GB.img,1gb,/copy_1338_file1.jpg,deleted
disk_1GB.img,1gb,/copy_1114_file1.jpg,deleted
disk_1GB.img,1gb,/copy_2057_alice.docx,keep
disk_1GB.img,1gb,/copy_4344_pride.docx,deleted
disk_1GB.img,1gb,/copy_4308_file2.pdf,keep
disk_1GB.img,1gb,/copy_409_alice.docx,deleted
disk_1GB.img,1gb,/copy_1736_pride.docx,deleted
disk_1GB.img,1gb,/copy_2044_file2.pdf,corrupted
disk_1GB.img,1gb,/copy_405_file1.pdf,keep
disk_1GB.img,1gb,/copy_1528_pride.docx,keep
disk_1GB.img,1gb,/copy_1104_pride.docx,corrupted
disk_1GB.img,1gb,/copy_102_alice.txt,keep
disk_1GB.img,1gb,/copy_3188_file2.pdf,keep
disk_1GB.img,1gb,/copy_2876_file2.pdf,keep
disk_1GB.img,1gb,/copy_3137_alice.docx,corrupted
disk_1GB.img,1gb,/copy_1352_pride.docx,keep
disk_1GB.img,1gb,/copy_1885_file1.pdf,keep
disk_1GB.img,1gb,/copy_3039_pride.txt,deleted
disk_1GB.img,1gb,/copy_3079_pride.txt,keep
disk_1GB.img,1gb,/copy_516_file2.pdf,deleted
disk_1GB.img,1gb,/copy_2356_file2.pdf,keep
disk_1GB.img,1gb,/copy_3533_file1.pdf,keep
disk_1GB.img,1gb,/copy_4293_file1.pdf,keep
disk_1GB.img,1gb,/copy_2899_file2.jpg,keep
disk_1GB.img,1gb,/copy_2158_alice.txt,keep
disk_1GB.img,1gb,/copy_4304_pride.docx,keep
disk_1GB.img,1gb,/copy_4066_file1.jpg,keep
disk_1GB.img,1gb,/copy_1418_file1.jpg,keep
disk_1GB.img,1gb,/copy_735_pride.txt,keep
disk_1GB.img,1gb,/copy_205_file1.pdf,corrupted
disk_1GB.img,1gb,/copy_367_pride.txt,keep
disk_1GB.img,1gb,/copy_2935_pride.txt,keep
disk_1GB.img,1gb,/copy_331_file2.jpg,deleted
disk_1GB.img,1gb,/copy_2114_file1.jpg,keep
disk_1GB.img,1gb,/copy_3433_alice.docx,keep
disk_1GB.img,1gb,/copy_1097_alice.docx,keep
disk_1GB.img,1gb,/copy_267_file2.jpg,keep
disk_1GB.img,1gb,/copy_4153_alice.docx,keep
disk_1GB.img,1gb,/copy_307_file2.jpg,keep
disk_1GB.img,1gb,/copy_3873_alice.docx,keep
disk_1GB.img,1gb,/copy_95_pride.txt,keep
disk_1GB.img,1gb,/copy_339_file2.jpg,keep
disk_1GB.img,1gb,/copy_2180_file2.pdf,keep
disk_1GB.img,1gb,/copy_3931_file2.jpg,keep
disk_1GB.img,1gb,/copy_4442_file1.jpg,corrupted
disk_1GB.img,1gb,/copy_2567_pride.txt,keep
disk_1GB.img,1gb,/copy_365_file1.pdf,keep
disk_1GB.img,1gb,/copy_1001_alice.docx,keep
disk_1GB.img,1gb,/copy_1423_pride.txt,keep
disk_1GB.img,1gb,/copy_3392_pride.docx,keep
disk_1GB.img,1gb,/copy_2919_pride.txt,keep
disk_1GB.img,1gb,/copy_1202_file1.jpg,deleted
disk_1GB.img,1gb,/copy_4561_alice.docx,keep
disk_1GB.img,1gb,/copy_4292_file2.pdf,keep
disk_1GB.img,1gb,/copy_1108_file2.pdf,corrupted
disk_1GB.img,1gb,/copy_1358_alice.txt,deleted
disk_1GB.img,1gb,/copy_774_alice.txt,keep
disk_1GB.img,1gb,/copy_2839_pride.txt,keep
disk_1GB.img,1gb,/copy_404_file2.pdf,deleted
disk_1GB.img,1gb,/copy_2871_pride.txt,keep
disk_1GB.img,1gb,/copy_3265_alice.docx,deleted
disk_1GB.img,1gb,/copy_3448_pride.docx,keep
disk_1GB.img,1gb,/copy_3739_file2.jpg,deleted
disk_1GB.img,1gb,/copy_388_file2.pdf,keep
disk_1GB.img,1gb,/copy_4288_pride.docx,keep
disk_1GB.img,1gb,/copy_4265_alice.docx,keep
disk_1GB.img,1gb,/copy_4226_file1.jpg,keep
disk_1GB.img,1gb,/copy_1180_file2.pdf,keep
disk_1GB.img,1gb,/copy_4281_alice.docx,keep
disk_1GB.img,1gb,/copy_1604_file2.pdf,keep
disk_1GB.img,1gb,/copy_4296_pride.docx,keep
disk_1GB.img,1gb,/copy_3611_file2.jpg,deleted
disk_1GB.img,1gb,/copy_2682_file1.jpg,keep
disk_1GB.img,1gb,/copy_3158_alice.txt,keep
disk_1GB.img,1gb,/copy_2101_file1.pdf,keep
disk_1GB.img,1gb,/copy_1802_file1.jpg,deleted
disk_1GB.img,1gb,/copy_1400_pride.docx,keep
disk_1GB.img,1gb,/copy_2077_file1.pdf,keep
disk_1GB.img,1gb,/copy_829_file1.pdf,keep
disk_1GB.img,1gb,/copy_1113_alice.docx,corrupted
disk_1GB.img,1gb,/copy_2483_file2.jpg,deleted
disk_1GB.img,1gb,/copy_3332_file2.pdf,corrupted
disk_1GB.img,1gb,/copy_3355_file2.jpg,corrupted
disk_1GB.img,1gb,/copy_4209_alice.docx,keep
disk_1GB.img,1gb,/copy_4332_file2.pdf,keep
disk_1GB.img,1gb,/copy_2004_file2.pdf,keep
disk_1GB.img,1gb,/copy_1505_alice.docx,keep
disk_1GB.img,1gb,/copy_4175_pride.txt,keep
disk_1GB.img,1gb,/copy_4129_alice.docx,keep
disk_1GB.img,1gb,/copy_3480_pride.docx,corrupted
disk_1GB.img,1gb,/copy_3291_file2.jpg,keep
disk_1GB.img,1gb,/copy_452_file2.pdf,keep
disk_1GB.img,1gb,/copy_1919_pride.txt,keep
disk_1GB.img,1gb,/copy_1148_file2.pdf,keep
disk_1GB.img,1gb,/copy_3542_alice.txt,keep
disk_1GB.img,1gb,/copy_3020_file2.pdf,keep
disk_1GB.img,1gb,/copy_3815_pride.txt,deleted
disk_1GB.img,1gb,/copy_2111_pride.txt,keep
disk_1GB.img,1gb,/copy_2294_alice.txt,keep
disk_1GB.img,1gb,/copy_1459_file2.jpg,keep
disk_1GB.img,1gb,/copy_2539_file2.jpg,deleted
disk_1GB.img,1gb,/copy_1641_alice.docx,keep
disk_1GB.img,1gb,/copy_3773_file1.pdf,corrupted
disk_1GB.img,1gb,/copy_3193_alice.docx,keep
disk_1GB.img,1gb,/copy_2806_alice.txt,keep
disk_1GB.img,1gb,/copy_4102_alice.txt,keep
disk_1GB.img,1gb,/copy_1390_alice.txt,deleted
disk_1GB.img,1gb,/copy_4464_pride.docx,deleted
disk_1GB.img,1gb,/copy_281_alice.docx,corrupted
disk_1GB.img,1gb,/copy_1290_file1.jpg,keep
disk_1GB.img,1gb,/copy_4412_file2.pdf,deleted
disk_1GB.img,1gb,/copy_2556_file2.pdf,keep
disk_1GB.img,1gb,/copy_4419_file2.jpg,keep
disk_1GB.img,1gb,/copy_3441_alice.docx,keep
disk_1GB.img,1gb,/copy_4381_file1.pdf,keep
disk_1GB.img,1gb,/copy_2697_alice.docx,keep
disk_1GB.img,1gb,/copy_4081_alice.docx,deleted
disk_1GB.img,1gb,/copy_1844_file2.pdf,deleted
disk_1GB.img,1gb,/copy_1761_alice.docx,keep
disk_1GB.img,1gb,/copy_4144_pride.docx,keep
disk_1GB.img,1gb,/copy_3042_file1.jpg,deleted
disk_1GB.img,1gb,/copy_3808_pride.docx,keep
disk_1GB.img,1gb,/copy_3467_file2.jpg,deleted
disk_1GB.img,1gb,/copy_3064_pride.docx,deleted
disk_1GB.img,1gb,/copy_1545_alice.docx,keep
disk_1GB.img,1gb,/copy_4240_pride.docx,keep
disk_1GB.img,1gb,/copy_2176_pride.docx,keep
